,Name,Description,Extras,Tree of Wisdoms Lore 1,Tree of Wisdoms Lore 2,Easy Memories,Difficult Memories,Heart,Grail,Forge,Lantern,Scale,Edge,Nectar,Winter,Sky,Moth,Knock,Rose,Moon,Illumination,Hushery,Nyctodromy,Skolekosophy,The Bosk,Preservation,Birdsong,Horomachistry,Ithastry
59,Sky Stories,"The nine winds gossip, and sometimes we can listen.",0,"(Birdsong, Trist) The Roost

A thief of sights, a scavenger of thrones,
A border-reaver and a thief of knots
A thief of colours and a thief of bones.

This is Birdsong.","(Horomachistry, Fet) The Tryst
The Pilgrim's intrigue and the Grail's scheme
The Sun in shadow and the Forge unseen
The Swan King and the Elagabaline. [Sky Stories]",10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,"Trist, Altars: ['Instrument: Sunset Harp'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']","Fet, Altars: ['Telescope'], Memories: ['Didumos' 'Forbidden Epic' 'Occult Scrap']",
60,Snow Stories,"Of wind, woe, and winter.",0,"(Hushery, Wist) Much is Lost

Still all the winds, still every the beating tongue
Now still the mirrored moon, the sea's cauldron
When nothing's left then nothing is undone.

Hushery.","(Birdsong, Trist) Much Remains

Medusa's Riddle, first: What Is Not Seen?
The Night, the Heart, the Moon, the Day. Between.
The palest key. The birth-scarred Coil Queen.

This is Birdsong. ",6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,"Wist, Altars: ['Catacombs Altar', 'Columbic Sarcophagus', 'Solar Altar', 'Tower-Top Prospect'], Memories: ['Didumos']",,,,,"Trist, Altars: [], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
61,Solutions & Separations,The surgeon plies the knife and the mason plies the chisel. There are subtler tools than either.,0,"(Skolekosophy, Shapt) The Crooked

The world is all imbalance, and imbalance is opportunity. Moth knows that; Worms prove it. This is Skolekosophy.","(Ithastry, Wist) The Straight

The world is all imbalance. With time, with care, with ingenuity, we can restore the balance, through the shaping of stone, the equilibrium of ichors, the unhatching of the egg. Ithastry teaches ingenuity.",5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,"Shapt, Altars: ['Condignator'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,,,"Wist, Altars: ['Exercise Yard'], Memories: ['Earthquake Name' 'Invincible Audacity']"
62,Spices & Savours,There is no sacrifice without sustenance.,Spicing,"(The Bosk, Health) Served Cold
Oak, earth, ice, ash, stars, blood. Drown to quenching. Serve. [Spices & Savours]","(Ithastry, Wist) Served Hot

Copper, coal, fire, cinnamon, sunlight, obsidian. Add salt to taste. Serve. That's Ithastry.",7,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Health, Altars: ['Chrysalis', 'Deeplight Corals'], Memories: [""Hive's Lament"" 'Wind-in-Waiting']",,,,"Wist, Altars: ['Oubliette Containment', 'Shrine: the Madrugad'], Memories: ['Earthquake Name' 'Invincible Audacity']"
63,Stone Stories,"Of the earth, of its forms, of dwellers living and dead.",Effective Against Infestations,"(Preservation, Chor) A Vigilance

The Hours once called Flint and the Wheel are gone, but the blood of their Name-emanations was mingled with the blood of mortals, and from it sprang the line of Antaios. As long as the Antaian line continues, the legacy of Flint and Wheel may endure. This then is Preservation.","(Birdsong, Trist) A Vengeance

The Hours once called Flint and the Wheel are gone, but the blood of their Name-emanations was mingled with the blood of mortals, and from it sprang the line of Antaios. Be careful: if enough Antaian blood is spilled, the Flint and the Wheel might wake. This is remembered in the songs of warning.",7,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Chor, Altars: ['Altar: Malachite'], Memories: ['Old Moment' ""Thunderskin's Paean""]","Trist, Altars: [], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
64,Stitching & Binding,Nothing is entirely broken nor entirely whole - not so long as we have our needles.,Effective Against Infestations,"(Preservation, Chor) To Heal

A deft enough binding might heal anything: flesh; spirit; song; stone. That would be Preservation.","(Ithastry, Wist) To Hold
A deft enough binding might contain anything: flesh; spirit; gods; light. [Stitching & Binding]",10,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,"Chor, Altars: ['Altar: Malachite', ""Barber's Chair"", 'Instrument: Hallowed Drum'], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,"Wist, Altars: ['Exercise Yard', 'Shrine: the Madrugad'], Memories: ['Earthquake Name' 'Invincible Audacity']"
65,Strings & Songs,The harmonies of the lower skies are here reproduced.,0,"(Nyctodromy, Shapt) The Passage

Words are the way through the sky, and a song without words is no song at all. Nyctodromy is the wisdom of ways.","(Birdsong, Chor) The Round

There are no words in the song of birds; so birdsong had no beginning and will have no end.",10,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,"Shapt, Altars: ['Shrine: St Januarius'], Memories: ['Wormwood Dream']",,,,"Chor, Altars: ['Instrument: Quivering Double Bass'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
66,Surgeries & Exsanguinations,"Surgery entails the flow of blood, and the flow of blood entails purification, but the door also opens the other way.",Effective Against Infestations,"(Hushery, Wist) The White

The Watchman's Tree has flowers three: Black, Red, and White. Red is the life that flows in the body's courses, and white is the writing at the body's core. Hushery teaches what ends.","(Preservation, Chor) The Golden

In the times when nothing was forgotten, three flowers bloomed on the Watchman's Tree: Black, Red, and Gold. Red is the life that flows in the body's courses, but the blood of the Carapace Cross was golden. Preservation teaches what endures.",8,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"Wist, Altars: [], Memories: ['Didumos']",,,,"Chor, Altars: ['Altar: Malachite', ""Barber's Chair"", 'Instrument: Hallowed Drum'], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,
67,Transformations & Liberations,Forge and Moth are less different than we think. Every change is in some way a release.,Chandlery,"(Illumination, Mettle) From Light

If even the Sun's division was a plan... then once we complete that plan, we'll bring the Second Dawn, and unite the sun. It won't be easy, but what great work ever is? Illumination might show the way.","(Ithastry, Phost) From Steel

If the Sun has failed��������� then we must manufacture our own Second Dawn, with eye, with hand, with the light beneath the heart. It won't be easy, but what great work ever is? Ith",5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Mettle, Altars: [], Memories: ['Invincible Audacity' 'Winning Move']",,,,,,,,"Phost, Altars: ['Instrument: Bells', 'Oubliette Containment', 'Shrine: the Madrugad'], Memories: ['Earthquake Name' 'Invincible Audacity']"
68,Tridesma Hiera,"The rites of the Sisterhood of the Triple Knot, which include certain mysteries of the dwellers in the Wood behind the World.",Effective Against Curses,"(The Bosk, Ereb) The First among the Feasts

The Moth consumed the Wheel; the Grail consumed the Tide; in the days of the Forge, the Stars fled from every facet of Flint. What feast was the first? Those who walk the Wood know that whichever was first, the Grail's was greatest.","(Preservation, Health) The Light, the Night, the Wood

What lit the Wood in the days before its darkening? There was a light upon the earth long before Glory came to the sky. Preserve the night, and the light might return.",9,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,"Ereb, Altars: ['Calicite Altar'], Memories: [""Hive's Lament"" 'Wind-in-Waiting']","Health, Altars: [""Barber's Chair""], Memories: ['Old Moment' ""Thunderskin's Paean""]",,,
69,Vak,"Before gods arose from blood, before ever ape stood upright, this was the language heard in the House of the Sun.... 'I am Vak,' the Peacock Door boasted, 'both the tongue and the Goddess. I am the only entrance into secret light. I was worshipped before you upright apes, and I will be still when all of you are ugly ash. Listen, and I will prove it.",Language,"(Nyctodromy, Fet) An Arrangement

Something not commonly understood: without Vak, the exception, there could be no Calyptra, the law. Vak is in this sense, and perhaps in every sense, Calyptra's servant. [Vak]","(Birdsong, Chor) An Opportunity

Something not commonly understood: were there no Calyptra to conceal perilous knowledge, there could be no Vak. A door opens both ways. This is understood by scholars of the Arts Unregarded.",8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,"Fet, Altars: ['Altar: St Tentreto', 'Shrine: St Januarius'], Memories: ['Wormwood Dream']",,,,"Chor, Altars: [], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
70,Watchman's Paradoxes,"'That amber preserves and is preserved by light; that to hatch is not to die; that the Sun.' There is a place behind the world called the Mansus. Deeds that would be impossible in the world are inevitable there. The Watchman, who knows all the ways of the Mansus, also knows how to make these deeds possible in the waking world.",0,"(Illumination, Phost) From Light
Our dreams are shadows cast by the Watchman's light. So we perceive him even in our shadow. [Watchman's Paradoxes]","(Nyctodromy, Fet) From Change

We recognise the dream-places that the Watchman shows us, though we have never seen them before. Perhaps we were something else when we saw them. This paradox is fundamental to Nyctodromy.",10,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Phost, Altars: ['Practice Equipment', 'Shrine: the Watchman'], Memories: ['Invincible Audacity' 'Winning Move']",,"Fet, Altars: ['Shrine: St Januarius'], Memories: ['Wormwood Dream']",,,,,,
71,Weaving & Knotworking,'Hee hee hee hee hee hee hee hee hee. Hee.' - Valentine Dewulf,0,"(The Bosk, Health) What Endures

Cut a thread, and the tapestry must be healed. Bosk renews the weave.","(Birdsong, Chor) What Remains

Cut a thread, and the tapestry remains. Birdsong follows the thread.",5,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,"Health, Altars: ['Altar of the Knot', 'Calicite Altar', 'Chrysalis'], Memories: [""Hive's Lament"" 'Wind-in-Waiting']",,"Chor, Altars: [], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
72,Wolf Stories,"Sometimes we eat the wolf, and sometimes the wolf eats us.",0,"(Skolekosophy, Ereb) The Wolf's Beginning

The Received Version of the Book of Suns tells us that the Wolf-Divided was born from the Sun-in-Splendour's division. We know from this that the Sun can be reborn only if the Wolf joins the Sun's other selves. Only if the Wolf's hunger is assuaged will it join its other selves. And only the flesh of its other selves can assuage the hunger of the Wolf. A Second Dawn would herald the Last Day. This is the grim lesson of Skolekosophy.","(Birdsong, Trist) The Wolf's Return

The Sanctioned Version of the Book of Suns says that the Wolf-Divided was awoken by the Sun's division. We know from this that the Wolf was its own Hour even when the Sun was whole. So we glean and we guess that the Sun might be healed, and the Wolf return to its slumbers. So we glean and guess that a Second Dawn would bring peace, but the Wolf will fight to prevent it. This is Birdsong.",9,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,"Ereb, Altars: ['Nocturnary'], Memories: ['Earth-Sign' 'Earthquake Name' 'Wormwood Dream']",,,"Trist, Altars: ['Instrument: Sunset Harp'], Memories: ['Ascendant Harmony' 'Forbidden Epic' 'Wind-in-Waiting' 'Wind-Rumor']",,
